content,score,label
"Gilaaa pelanggan lama malah kena ongkir , mending di hapus",1,negatif
diskon pengguna baru GK bisa dipakai atau di klaim katanya gak sesuai s&k lah ini no baru buktinya dpt kupon pengguna pertama tp anehh gak bisa d klaim kocak,1,negatif
"pengguna baru ketika mau transaksi susah padahal udah tanya katanya suruh nge hapus salah satu voucher udah di hapus tetep gabisa,di coba pake dana gopay ttp gabisa",1,negatif
bsgus,5,positif
"penyelesaiaan masalah pesanan yidak profesional, malah digantung",1,negatif
"coba sediakan tokopedexpress,biar bisa kirim ke rumah/ke desa,didaerah saya harus ambil ke kantor jir gk rispek bgt",5,positif
good,5,positif
"OMG BAGUS BANGET APK NYA, BANYAK DISKON GA KAYA SEBELAH WKWKWK DITAMBAH TOKPED COLLAB SAMA TIKTOK💚",5,positif
sangat bagusss,5,positif
"TOKOPEDIA MALING UANG SAYA DITAHAN TOKOPEDIA PADA SAAT MELAKUKAN PENARIKAN UANG REFUND, SUDAH LAPOR KE TOKOPEDIA CARE TAPI TIDAK ADA TINDAK LANJUT MALAH CASE NYA DI TUTUP DAN UANG SAYA TIDAK DIKEMBALIKAN",1,negatif
"upgrade yaa, biar bisa bersaing sama yg lainnn. banyakin diskon/promosi gituu sama ongkirnya dikurangin laa",4,positif
좋아요,5,positif
Sebagai orang lokal udah seharusnya support brand lokal☺,5,positif
"Adain gratis ongkir plis, mau boikot aplikasi Oren dan belanja di sini, tapi pun belanja di sini ongkir nya ngeri bgttt😭💔",5,positif
Aplikasi Problematik !,1,negatif
buy Indonesian,5,positif
"apk gaje,mau beli barang GK bisa"" alasan promo gk bisa di pake,padahal udh gk pake promo jg aplikasi ampas",1,negatif
saya ada voucher yang bisa bikin harga murah tetapi tidak bisa di co saya sangat kecewa saya beri bintang 5 karena Agar penilaian saya di atas,5,positif
buy Indonesia,5,positif
"apk belanja online yang bagus , banyak promo menarik dan kurir nya waras wkwkw",5,positif
Buyy indonesia,5,positif
mantap ni apikasi,5,positif
bagus sekali,5,positif
Sangat Responsif harga terjangkau dan Barang2nya berkualitas,5,positif
bagus intinya mah,5,positif
kenapa ya saya saat mau belanja mengunakan voucher penguna baru tidak bisa?,5,positif
bagus,5,positif
apk bagus,5,positif
tergocek menu spin wheel,1,negatif
kita coba dulu ya performa dari tokopedia,5,positif
MANTAPP BUY INDONESIA,5,positif
sangat bagus,5,positif
"gile diskon nya hairtonic 300perak doang, ongkir 5k wkwk,mantap dah",5,positif
setelah sambungkan akun tokopedia dan tiktok tiba-tiba voucher bebas ongkir di tokopedia saya hilang semua padahal langganan plus sudah minta di putuskan lewat cs tokopedia care tapi tetap saja voucher bebas ongkir belum kembali sudah 2 harian. tolonglah mohon diperbaiki kakak developer,1,negatif
bagus belanja lbih hemat,5,positif
"GOOD, KEREN, MANTEP",5,positif
bagus banget bnyk voucher nya,5,positif
"gacor deh apknya, pengguna baru lgsung dikasih diskonn besar besaran wkwkkk parfum yg harga aslinya 75.000 dikasih diskon jadi 11.500 🌚",5,positif
"bagus, lebih mending daripada si toko oren itu, selain itu #SellSingapore",5,positif
"ga jelas promo tapi tidak bisa digunakan , aplikasi burukkkkk",1,negatif
pengalaman pertama instal Tokopedia sangat buruk dapat discount 99% untuk pembelian pertama malah ga bisa di pakai alasannya akun tidak memenuhi s&k,1,negatif
Sy ingin akun sy bisa aktif lgi,5,positif
pelayanan kurir buruk sekali. saya d bilang menolak paket. ga ad bukti kalau paket sdh d lokasi,1,negatif
bagus,5,positif
"so far so good, aplikasi bagus bgt buat beli beli sesuatu karna disini banyak voucher gratis ongkir dan promo promo lainnya. khususnya buat para new users, kalian bisa belanja dengan potongan sampai 90% an, good. aplikasi nya cukup simple, dan disini tuh enaknya bisa sambungin akun tiktok shop ke tokopedia nya. belum ada masalah, selebihnya udah bagus. pertahankan terus developer, thank uu ☝🏻😆",5,positif
buy indonesia,5,positif
"seneng banget belanja disini, apalagi udah Collab sama sebelah, voucher makin banyak, gratis ongkir, barang juga berkualitas lagi",5,positif
"klo check out duit masuk ke Tokped cepet satset, tapi saldo refund masuk ke rekeningnya lama banget kayak 💩",1,negatif
mau bayar pake GoPay gagal terus lebih 5x sudah update aplikasi tetep ga bisa,1,negatif
brooo... barang 25.000 rebu jadi 2.000.000 juta ngak masuk akal banget 🗿,3,netral
"tolong permudah mekanisme retur barang seperti di shopee.....ini saya mau retur susah karna harus mencantumkan alamat pengirim, sementara pengerimnya hanya menuliskan kalimat WALINI BANDUNG, tanpa ada alamat lengkapnya",1,negatif
"kecewa sama program plus tokopedia, saya merasa tidak melakukan pelanggaran, saya hanya memanfaatkan promo dengan sewajarnya dan sesuai sistem tokped.. tapi dianggap pelanggaran langsung diblokir semua tentang promo akun saya, yang ikutan plus hatihati takutnya jebakan tokped",1,negatif
sangat bagus saya suka,5,positif
"notif nipu macam apa sih??? itu distraksi yang tidak pintar: (semisal bernarasi) 1. Barang anda akan dikirimkan dalam 3 hari (pas di klik mlh pergi ke produk lain) 2. Jangan lewatkan pesanan(kirain pesanan dari kustomer, g taunya iklan) marketing tokopedia perlu sengibul itukah dalam cari uang? ngibul itu pengakuan bahwa anda g cukup percaya diri punya daya tarik, untuk menawarkan layanan anda dengan cara yang jujur. padahal dalam jualan itu kejujuran adalah jalan yang dipilih orang2.!",1,negatif
#buyindonesia cintai buatan lokal,5,positif
"saya tidak bisa buka toko. PD saat upload Ktp TDK bisa. pdhal saya blm pernah buka toko. sudah hubungi CS dan dpt tiket pengaduan, sudah 2hari tidak ada balasan solusinya",1,negatif
"ekspedisinya jelek, paketku udah stuck 3 harian lebih ga nyampe nyampe",2,negatif
"bagus ,wajib download sih",5,positif
good,5,positif
sangat membantu apk ini promo nya sering bgt,5,positif
bagus,5,positif
"bagus, semua penjual amanah dan bbrp barang sgt murah. tetapi kadang pengirimannya cukup lama..",5,positif
alhamdulillah,5,positif
parah nih toko pedia dana orang sembarangan bisa d tahan tahan kapokk gw pake tokopedia lagi gak akan lagi lagi pake aplikasi in ituuu hak orang ga bsa lu main tahan tahan aja,1,negatif
tidak bagus,1,negatif
"Tolong tambahkan banyak diskon seperti shopee. entah itu gratis ongkir, dan lain². agar aplikasi ini itu tidak kalah saing juga dengan shopee, sehingga warga Indonesia segan menggunakan aplikasi Tokopedia ini.",5,positif
"ini bagus gak kayak si oren, si oran iklanya maksa #BUYINDONESIA🇮🇩 #SELLSINGAPOOR",5,positif
uelek gk bisa tarik di bawah 50 dan gk bisa di tari di dana padahal pake sistem cod benahin lah jadi kesusahan kalo kaya gini yang butuh duit,1,negatif
CODはできません,1,negatif
"tidak bagus. awal saya pakai ok banget, chat dengan penjual lancar. tapi saat ini dan sebelumnya, cat dengan penjual sangat susah karena sistem toped terus gangguan. Lapak di ToPed sering membatalkan pesanan, dan banyak kelemahan lainnya yang saya rasakan dan alami. sepertinya ToPed harus berbenah diri terutama di aplikasi supaya memudahkan pembeli dan penjual berinteraksi. kurir dibawah ToPed juga perlu dibenahi, terutama masalah konfirmasi penerimaan barang.",2,negatif
nice bagus,5,positif
bagus,5,positif
kasih gratis ongkir dong bub 🙂‍↕️,5,positif
pemilihan pengiriman nggak jelas,5,positif
ayo beralih ke Tokopedia,5,positif
Aplikasi terasa lemot sekali sekarang.,3,netral
nice,5,positif
belanja tokopedia banyak promo sangat membantu👍👍👍,5,positif
"mau instal aplikasi ini,, tapi baca semua ulasan kenapa kek gitu semua ya, jadi ragu",4,positif
agak lemot,3,netral
good job,5,positif
top markotop,5,positif
kerennn,5,positif
Sudah Sering Belanja Menggunakan Tokopedia Banyak Bonus nya,1,negatif
gasss dowload,5,positif
makin merosot ada apa,1,negatif
tokopedia napa makin loyo,1,negatif
LOVEE U SO MUCH TOKOPEDIA,5,positif
"aneh, entah ada pembaruan apa, saya pengguna lama dan selalu melakukan pembayaran pakai gopay tapi entah kenapa sekarang gak bisa, emang apa gak ada bagian tim verifikasi apa ya? kan bisa di cek riwayat setiap pelanggan. saya mau belanja prodak yang bukan promo pun gak bisa bayar pakai gopay, ingat orang mau belanja, apa mau pelanggan nya jadi pada belanja ke aplikasi sebelah? seperti nya ini terjadi bukan hanya pada saya saja, sangat di sayangkan kalau pelanggan nya pada kabur.",1,negatif
"semakin hari semakin busuk, dulu beli pulsa langsung kirim sekarang lama sekali, Tokopedia memang merugikan",1,negatif
Barang 100% Real. Hrga Murah Banget 👌🏼,4,positif
buyyIndonesia,5,positif
ampas vocer gabisa dipaakee,1,negatif
baguss,5,positif
mantap,5,positif
the best Tokopedia,5,positif
alhamdulillah saldo tokped memang amanah,5,positif
bintang yg berbicara,5,positif
"aplikasi busuk, kena pelanggaran terus tiap harinya",1,negatif
good,5,positif
"Belanja daring yg terjamin kualitas barangnya sesuai yg kita pesan, karena kalau tidak sesuai mudah dikomplain",5,positif
banyak discount,5,positif
sangat jelek sekali tidak bisa chek out barang menggunakan sistem cod,1,negatif
good apk,5,positif
aplikasi bagussss,5,positif
"bagus banget ,tapi sayang gratis ongkir nya susah dapat",5,positif
sering reload muter sendiri,1,negatif
semenjak Tokopedia gabung tiktok gua jadi ga srek,1,negatif
ayo dukung produk lokal dan plis kepada tokopedia bikin voucher yg bisa check out barang banyak jangan satu voucher satu barang😭,5,positif
mntapppp,5,positif
"simple aja pin point nya sangat² tidak akurat di arahin kemana udah di konfirmasi pas di cek lagi pindah pin point nya, takutnya nanti kurir yang salah anter tolong di perbaiki",2,negatif
"tolong buat Tokopedia saya kena tipu yang mengatasnamakan Tokopedia gimana ini tanggapan,saya kena tipu 1,2jt gimana ini",2,negatif
"akun saya tidak bisa diakses, bisa bantu?",5,positif
ok,5,positif
"Sering dibuat kecewa udah bayar nunggu 5 ,6 paket g di pick up, 6 hari masa iya kurir sibuk banget sampai g bisa ambil paket sampai dicancel sistem mungkin sengaja penjual g siapin barang. Hargai pembeli. chat tokopedia care juga g ada solusi",3,netral
"banyakk diskon, belanjaa disinii dipermudah, apalagii kerjasama dengan tiktokk",5,positif
ini buat pengguna baru emang gabisa pake cod apa gimana si?,5,positif
BAGUS,5,positif
Gasken........,5,positif
"Semoga terus maju karya Anak Bangsa pasti saya dukung, semoga selalu berinovasi membuat kenyamanan dalam belanja online.. maju terus tokped",5,positif
😁,5,positif
"gara2 telat 3 hari bayar paylater,udah 3 bulan ini paylater gak bisa di gunakan,.gak sprti si Oren telat seminggu paling sebulan di bekukan paylater nya,.dah tau klw sprti itu mending gak usah di bayar lagi karena percuma di bayar juga paylater gak bisa di gunakan lagi,. skrng rating mu jelek Tokopedia 🤭,skrng Oren yg terbaik eh gak usah bilang Oren tetapi shopee yang terbaik🥰",1,negatif
intinya dukung Indonesia,5,positif
saran saya untuk Tokopedia. banyakin sistem cod untuk semua produk. saya yakin banyak yang beli,5,positif
membantu sangat,5,positif
jangan pas iklan apa lain malah kepencet kamu mulu lah,1,negatif
mantap,5,positif
"gtw ni tokoped bagus apa ngga, cuma demi rupiah deh😭",5,positif
"akhir"" ini aku sering pake Tokopedia buat belanja, soalnya Ongkir nya juga geratis 😅, jadi makin betah belanjanya, apalagi kemarin ada Vocer diskon yang brutal sampai harga barangnya 100 perak doang, heheh mantap Tokopedia 🤗, saran dari aku sih cuman satu, kalo bisa ongkir nya geratis terus yaudah udah paling mantap dehh pokoknya 😁🙏",5,positif
aplikasi ini sangat bagus,5,positif
peoduk lokal,5,positif
apk indo yg sangat membantu,5,positif
buy indonesia,5,positif
stop bikin iklan yang mindahin ke aplikasi lah. nyusahin banget.,1,negatif
aplikasi jelek verifikasi kesulitan tidak auto dari sms,1,negatif
bagus..,5,positif
"Maaf saya kasih bintang 3 krn harga nya masih mahal"", mudah""an dimurahin lagi harga nya, biar org kalangan menengah ke bawah bisa beli",3,netral
brand in Indonesia🇮🇩,5,positif
"bagus saya suka untuk mendukung indonesia saya beralih kesini,tolong diperkembangkan aplikasinya agar tidak ada error,dan bug semoga aplikasinyaa terus berkembang dan baik",5,positif
keren elit,4,positif
tolongg lahh ongkir mahal bett dahhh gk kaya shopee murahhh,1,negatif
Love Sekebon Bagusssss,5,positif
Mantap,1,negatif
bagus banget sama produk lokal seperti Tokopedia ini,5,positif
sukaaa dehh,5,positif
CINTAI PRODUK LOKAL,5,positif
banyak produk palsu nya ...sudah 3 x kena bayar mahal ternyata palsu ...kenapa sekarang toko online banyak menjual produk tdk berkawalitas alis produk sampah sebaik nya bayar COD agar para seler yg tdk.jujur pada bangkrut karena barang tdk.sesuai,1,negatif
membantu,5,positif
mantap.,5,positif
"GUA CINTA TOKPED, GRATONG TERUS! DISKON GEDE",5,positif
"gtw, jan nanya, pokok nya bagus",5,positif
belanja jadi lebih mudah,5,positif
"aplikasi sampah, ada voucher tapi gabisa di pake🤣🤣",1,negatif
Terbaik,5,positif
membantu dgn baik,5,positif
apk terbaik ga ada zonk,5,positif
keren,5,positif
Cintai milik Indonesia 🇲🇨❤,5,positif
"saya download karna habis delete shoope. #sellsingapura. semoga apk ini bisa berkembang dengan baik, aman dari penipuan.",4,positif
"saya pengguna lama merasa sangat kecewa, sebagai pembeli atau penjual, saya sudah belangganan hampir 5th, sistem nya semakin membingungkan apalagi sejak bergabung sama tiktok hadeh..",1,negatif
aplikasi produk lokal,5,positif
saya pengguna baru untuk coba checkout tapi ternyata pas checkout ga bisa cod dan alhasil harus pakai payment lain. ketika pakai payment lain malah voucher tiba-tiba tidak bisa digunakan. maksudnya ini gimana?,5,positif
bagus aja si,5,positif
"suka banget sama aplikasi nyaaa, luvvvv",5,positif
Bagus banget pelayanan baik dan amanah,5,positif
sangat amat bagus,5,positif
bagus,5,positif
barangkadang seringnyasar,3,netral
baik,4,positif
BAGUS BANGET,5,positif
mantap,5,positif
"Bagus, gunakan lah produk dalam negeri guys",5,positif
hati hati scam topup e-money ga masuk masuk tiba tiba kenapa jadi flazz secara kartunya saya e-money kenapa berubah jadi flazz datanya setelah di transfer dan hasil uang ilang ga kembali,1,negatif
masa pengguna baru gabisa co barang pake voucher khusus pengguna baru?? bilangnya voucher tidak bisa digunakan terus fungsi voucher apaan?,1,negatif
aku suka ni apk semua murah diskon banya sering gratis ongkir mantap bgt bedah jauh dengan shope apk jlk,5,positif
lebih dikembangkan lagi,5,positif
mantap,5,positif
apk nya bagus dan murah,5,positif
perbanyak voucher gratis ongkir dan diskonnya,3,netral
Tidak recomended barang barangnya mahal dan gak dapat gratis ongkir pelayananannya juga kurang ramah mending pake si orange,1,negatif
aplikasi yang bagus,5,positif
gpp sehh gk bisa cod tapi ongkir ny lah jngn mahal x.,5,positif
nice,5,positif
buy Indonesia sell Singapore,5,positif
murah sekali keren abis tokopedia,5,positif
jier mvp,5,positif
baguss bangett,5,positif
online shol terburuk yang pernah gw pake ada vocher gabisa di pakai padahal dah bisa tinggal co tapi malah bermasalah apalah gajelas. jangan di instal mending shopee aja,1,negatif
bagus app nya bisa membantu kebutuhan,5,positif
bagus bgt❤️😘😘😘😘,5,positif
"beli barang harga 20rb ongkirnya 200rb, stress",1,negatif
"diskonnya besar bangett buat pengguna baruu, makasihh Tokopedia",5,positif
sudah pasti,5,positif
good,5,positif
gokil,5,positif
bagus banget,5,positif
bagus lh,5,positif
ada voucher tapi tidak bisa digunakan aneh,1,negatif
mantap apknya lebih bagus daripada toko oren,5,positif
aplikasi belanja sampah.,1,negatif
mantap aplikasi lokal,5,positif
support aplikasi lokal,5,positif
aplikasi nya bagus banget sukakkkk banget sama aplikasi nyaaaaaa,5,positif
"Wow, it's great when I order the goods, they arrive quickly, the price is cheap and cheap, I really recommend it and it's according to what we ordered, hurry up and download Tokopedia, friends.",5,positif
"Saat cari barang2 yg langka di Tokopedia sering ada, tapi banyak penjualnya yg tidak respon kpd pembeli yg sdg transaksi sehingga batal otomatis. Mohon beri solusi gimana supaya penjual tahu jika ada yg transaksi. Yg rugi kan semua pihak jika batal. Krn kami mau hubungi penjual via WA pasti gak bisa !!",2,negatif
riwayat belanjaku kok hilang ya min ?,3,netral
pengiriman cepat,5,positif
mantap punya Indonesia ini,5,positif
baguss sekalii aplikasinya,5,positif
"aplikasi GAK JELAS, padahal udah dapet 60rb tapi pas dipake gabisa di co, pas mau ngulang malah ga nyantol 60rb nya padahal di keterangan voucher masih tersedia, buang buang time.",1,negatif
mntap ini apk,5,positif
"MENGIKLAN LAMA BENER, RESE AMAT IKLANMU.",1,negatif
"apk gajelas, masa voucher pengguna baru gabisa dipakai sih kalo ganiat ngasi mah dari awal gausah ngasih",1,negatif
sangat bagus,5,positif
Barang Banyak Berkualitas Dan Rata Rata Asli (Bismillah dapat pocer gratis ongkir 100) 😊,5,positif
"mantap ,,mudah belanja di sini",5,positif
tempat belanja ternyaman dan aman,5,positif
GANTI APLIKASI INI AJA DARIPADA SHOOPE #SELLSINGAPURA,5,positif
bagus,5,positif
baguss,5,positif
sell singapura,4,positif
buy Indonesia,5,positif
aplikasi yang sangat bagus,5,positif
buy indonesia,5,positif
jasa pengirimannya belum sampai pelosok,1,negatif
"MANTAP DAH POKOKNYA, DISKON JUGA MANTEP, #BUYINDONESIA",5,positif
